,Lng,Lat,Cid,tradeTime,followers,totalPrice,square,livingRoom,drawingRoom,kitchen,bathRoom,floor,buildingType,constructionTime,renovationCondition,buildingStructure,ladderRatio,elevator,fiveYearsProperty,subway,district,communityAverage
31600,116.390781,39.959476,1111027373722,20160829,2,441.0,38.7,1.0,1,1,1.0,6,4.0,1989.0,3,2,0.25,0.0,0.0,1.0,10,123885.0
170680,116.521774,39.94004,1111027374654,20150731,6,353.0,96.88,2.0,2,1,1.0,28,3.0,2007.0,4,6,0.5,1.0,1.0,0.0,7,62598.0
150382,116.499423,39.900278,1111027377154,20140629,2,250.0,79.45,1.0,1,1,1.0,23,3.0,2005.0,4,6,0.33299999999999996,1.0,1.0,1.0,7,59536.0
127522,116.422099,40.050196,1111027374973,20120709,0,400.0,138.37,3.0,2,1,2.0,11,4.0,2007.0,1,6,0.5,1.0,0.0,1.0,7,61727.0
263698,116.37666100000001,40.039649,1111027374488,20160518,93,500.0,92.24,2.0,1,1,2.0,9,4.0,2005.0,2,6,0.33299999999999996,1.0,1.0,0.0,8,70934.0
223412,116.41503700000001,39.821267,1111027375445,20121128,1,137.0,63.48,2.0,1,1,1.0,6,4.0,1994.0,1,2,0.5,0.0,1.0,0.0,2,45437.0
258820,116.273525,39.912989,1111027377905,20150916,12,270.0,39.5,1.0,1,1,1.0,6,4.0,1980.0,3,2,0.33299999999999996,0.0,1.0,1.0,8,85761.0
230190,116.38909299999999,39.848051,1111027381998,20141217,16,310.0,131.76,3.0,2,1,2.0,11,3.0,2004.0,4,6,0.5,1.0,1.0,1.0,2,52385.0
132760,116.461156,39.904866999999996,1111027376321,20121105,0,243.0,64.65,1.0,1,1,1.0,22,3.0,2005.0,1,6,0.25,1.0,1.0,1.0,7,86612.0
250358,116.328493,39.980893,1111027375079,20131225,5,835.0,231.68,4.0,1,1,2.0,22,1.0,1999.0,1,6,0.25,1.0,0.0,1.0,8,69304.0
303051,116.399018,39.978141,1111027382251,20140114,5,300.0,58.5,2.0,1,1,1.0,6,4.0,1984.0,1,2,0.33299999999999996,0.0,1.0,0.0,10,123002.0
44165,116.330198,40.074228000000005,1111027381003,20161129,81,453.8,92.91,2.0,1,1,1.0,10,3.0,2007.0,4,6,0.5,1.0,1.0,1.0,6,50205.0
84691,116.49954,39.904937,1111027376768,20171026,40,266.0,48.57,1.0,1,1,1.0,21,3.0,2007.0,3,6,0.154,1.0,0.0,1.0,7,66753.0
278880,116.670101,40.118728999999995,1111027379626,20130220,0,120.0,69.3,1.0,1,1,1.0,6,4.0,1998.0,1,2,0.5,0.0,1.0,0.0,13,34694.0
68074,116.432824,39.853449,1111027379384,20170327,647,305.0,69.16,2.0,1,1,1.0,29,1.0,2010.0,3,6,0.25,1.0,1.0,1.0,2,45346.0
92386,116.119651,39.934504,1111027382024,20101217,0,190.0,109.35,2.0,2,0,1.0,13,4.0,2005.0,4,6,0.667,1.0,0.0,0.0,12,39294.0
302826,116.381487,39.881928,1111027378043,20131228,3,285.0,63.41,3.0,1,1,1.0,6,4.0,1983.0,1,2,0.33299999999999996,0.0,1.0,1.0,10,103409.0
194521,116.430843,39.998466,1111027381713,20160518,3,358.0,59.99,2.0,1,1,1.0,6,4.0,1996.0,3,2,0.5,0.0,1.0,1.0,7,72718.0
259793,116.342325,39.987903,1111027377424,20150922,10,588.0,86.1,3.0,1,1,1.0,7,4.0,1995.0,3,2,0.5,0.0,1.0,1.0,8,128755.0
275932,116.23338100000001,39.896656,1111027377174,20151214,4,340.5,88.3,2.0,1,1,1.0,23,1.0,2004.0,4,6,0.33299999999999996,1.0,1.0,0.0,9,63657.0
22634,116.463494,39.955288,1111027379668,20170119,155,315.0,36.33,1.0,1,1,1.0,6,4.0,1984.0,4,4,0.33299999999999996,0.0,0.0,1.0,7,73734.0
43458,116.39135300000001,39.99299,1111027375317,20170102,16,1600.0,270.26,4.0,1,1,2.0,32,1.0,2000.0,4,6,0.429,1.0,1.0,1.0,7,62705.0
9039,116.45362800000001,39.946690000000004,1111027374731,20160713,30,218.0,38.02,1.0,0,0,1.0,16,1.0,2005.0,4,6,0.16699999999999998,1.0,0.0,1.0,7,74639.0
245668,116.30848200000001,39.943704,1111027376159,20121203,0,260.0,70.9,2.0,1,1,1.0,18,1.0,1990.0,1,6,0.25,1.0,1.0,1.0,8,76783.0
168851,116.530553,39.921425,1111027381021,20151107,16,405.0,100.48,2.0,2,1,1.0,23,1.0,2005.0,4,6,0.33299999999999996,1.0,1.0,0.0,7,56631.0
317072,116.38649199999999,39.903915999999995,1111027382627,20160512,9,820.0,81.63,2.0,2,1,1.0,12,3.0,,4,6,0.667,1.0,0.0,0.0,10,119289.0
160374,116.491848,40.000153999999995,1111027374552,20150108,4,500.0,121.0,2.0,2,1,1.0,14,4.0,2005.0,4,6,0.5,1.0,1.0,1.0,7,81534.0
118987,116.318694,40.087485,1111027375875,20160519,0,180.0,119.3,3.0,1,1,2.0,6,4.0,2006.0,1,2,0.5,0.0,0.0,0.0,6,36774.0
33656,116.60995700000001,39.91983,1111027375945,20161128,75,512.0,101.23,2.0,2,1,1.0,28,3.0,2009.0,4,6,0.5,1.0,1.0,1.0,7,54263.0
254610,116.36551100000001,40.036171,1111027378951,20140914,1,332.0,87.52,2.0,1,1,1.0,13,1.0,2004.0,4,6,0.2,1.0,1.0,1.0,8,68148.0
148775,116.505098,39.918019,1111027373686,20140213,0,535.0,107.1,2.0,2,1,1.0,21,4.0,2009.0,1,6,0.5,1.0,0.0,0.0,7,82664.0
88764,116.16293799999998,39.939005,1111027378401,20171130,79,258.0,64.9,2.0,1,1,1.0,16,1.0,1988.0,3,6,0.28600000000000003,1.0,1.0,0.0,9,39314.0
149622,116.603977,39.93584,1111027380514,20140809,6,375.0,135.78,3.0,2,1,2.0,6,4.0,2002.0,4,6,0.5,1.0,1.0,1.0,7,59186.0
101591,116.36348600000001,40.077967,1111027378209,20140316,34,257.0,123.22,3.0,2,1,2.0,6,4.0,2006.0,1,2,0.5,0.0,1.0,1.0,6,42044.0
77066,116.458721,39.817347,1111027381363,20171204,147,253.0,42.42,2.0,1,1,1.0,5,4.0,2003.0,4,2,0.013999999999999999,0.0,0.0,0.0,4,46634.0
126480,116.505503,39.906184,1111027377057,20120527,0,310.0,104.91,2.0,2,1,1.0,26,3.0,2009.0,1,6,0.667,1.0,0.0,1.0,7,70894.0
210780,116.440269,39.809427,1111027378860,20130515,0,159.0,71.87,2.0,1,1,1.0,6,4.0,1996.0,1,2,0.5,0.0,0.0,0.0,4,40213.0
252284,116.30313000000001,39.950488,1111027376363,20141102,33,225.0,48.4,2.0,1,1,1.0,21,1.0,1992.0,4,6,0.25,1.0,1.0,1.0,8,81990.0
248890,116.36465,39.980548999999996,1111027376278,20130910,6,248.0,47.7,1.0,1,1,1.0,10,3.0,1996.0,1,6,0.667,1.0,1.0,1.0,8,90138.0
125330,116.514137,39.924115,1111027379402,20120504,0,90.0,45.75,1.0,1,1,1.0,6,4.0,1991.0,1,2,0.2,0.0,1.0,0.0,7,53758.0
240570,116.330578,39.966964000000004,1111027380135,20120704,0,145.0,38.79,1.0,1,1,1.0,9,1.0,2006.0,1,6,0.077,1.0,0.0,1.0,8,
40590,116.12196399999999,39.939762,1111027375862,20170211,16,524.0,118.96,3.0,2,1,2.0,15,4.0,2003.0,3,6,0.33299999999999996,1.0,1.0,0.0,12,37588.0
96522,116.33376499999999,40.078920000000004,1111027378234,20121104,0,118.0,41.75,1.0,0,1,1.0,7,4.0,2005.0,1,6,0.33299999999999996,0.0,0.0,1.0,6,52980.0
257056,116.371677,40.002169,1111027374116,20150328,6,385.0,77.7,3.0,1,1,1.0,18,1.0,1995.0,3,6,0.182,1.0,1.0,1.0,8,82002.0
61313,116.505445,39.939085,1111027379229,20170210,6,453.0,69.24,2.0,1,1,1.0,15,3.0,1999.0,4,6,0.5,1.0,1.0,0.0,7,58963.0
47677,116.22028300000001,40.043636,1111027376008,20161222,42,579.0,95.52,3.0,1,1,1.0,8,3.0,2011.0,4,6,0.25,1.0,0.0,0.0,8,63444.0
172495,116.46859199999999,40.028148,1111027376129,20150716,4,465.0,101.15,2.0,2,1,1.0,29,4.0,2008.0,4,6,0.667,1.0,1.0,1.0,7,74926.0
113639,116.365602,40.094493,1111027377956,20151107,0,280.0,101.74,2.0,2,1,1.0,5,4.0,2005.0,4,2,0.5,0.0,1.0,1.0,6,40004.0
16628,116.487808,39.889853,1111027378758,20160724,2,225.0,46.32,2.0,1,1,1.0,6,4.0,1993.0,1,2,0.33299999999999996,0.0,0.0,1.0,7,58444.0
274516,116.233846,39.905003,1111027380227,20150519,0,133.0,48.66,1.0,1,1,1.0,6,4.0,1994.0,1,2,0.33299999999999996,0.0,0.0,0.0,9,48951.0
175294,116.413532,39.970005,1111027375601,20151218,20,183.0,46.82,1.0,1,1,1.0,13,3.0,1988.0,3,6,0.25,1.0,1.0,0.0,7,70100.0
246013,116.29590900000001,40.047888,1111027373994,20121209,0,185.0,66.49,2.0,1,1,1.0,6,4.0,1998.0,1,2,0.5,0.0,0.0,0.0,8,66141.0
24117,116.498691,39.922943,1111027377597,20160802,1,360.0,58.0,2.0,1,1,1.0,24,4.0,2011.0,4,6,0.4,1.0,0.0,0.0,7,84945.0
54871,116.514137,39.924115,1111027379402,20170122,86,349.0,62.1,2.0,1,1,1.0,6,4.0,1987.0,1,4,0.33299999999999996,0.0,1.0,0.0,7,53758.0
176347,116.457117,39.971046,1111027379247,20151024,18,170.0,40.6,1.0,1,1,1.0,18,1.0,1990.0,4,6,0.222,1.0,0.0,1.0,7,64989.0
36485,116.50891000000001,39.920223,1111027376915,20160918,0,545.0,93.0,2.0,1,1,1.0,21,1.0,2007.0,3,6,0.375,1.0,1.0,1.0,7,61931.0
204996,116.443702,39.900208,1111043315856,20151225,19,345.0,64.54,2.0,1,1,1.0,18,1.0,2005.0,3,6,0.16699999999999998,1.0,1.0,0.0,1,87426.0
273443,116.202122,39.928963,1111027380671,20150417,15,285.0,95.28,2.0,2,1,1.0,18,3.0,2001.0,3,6,0.5,1.0,1.0,0.0,9,46335.0
164155,116.484508,39.93403,1111027381209,20150901,37,268.5,77.29,3.0,1,1,1.0,14,3.0,1993.0,3,6,1.5,1.0,1.0,1.0,7,63664.0
51800,116.23536599999998,40.216037,1111027381366,20161224,34,253.0,59.87,2.0,1,1,1.0,28,1.0,2012.0,4,6,0.375,1.0,0.0,0.0,6,40712.0
18443,116.661047,39.932185,1111027374247,20160819,30,229.0,53.82,1.0,1,1,1.0,7,4.0,2002.0,3,2,0.33299999999999996,0.0,1.0,1.0,11,42363.0
317802,116.49041100000001,39.798212,1111027374812,20150427,0,200.0,90.68,2.0,1,1,1.0,6,4.0,2002.0,3,4,0.5,0.0,1.0,0.0,3,51025.0
57909,116.175752,39.728172,1111063110069,20170109,3,112.8,39.41,1.0,1,1,1.0,14,1.0,2015.0,3,6,0.10300000000000001,1.0,0.0,1.0,5,35080.0
85471,116.26083700000001,39.873276000000004,1111027376986,20171010,43,455.0,88.69,3.0,1,1,1.0,22,3.0,2010.0,1,6,0.5,1.0,1.0,1.0,2,50684.0
223036,116.37785,39.842419,1111027374041,20121111,0,76.0,35.05,1.0,1,0,1.0,11,1.0,2010.0,1,6,0.182,1.0,1.0,1.0,2,38915.0
298105,116.336945,39.882166,1111027376034,20121103,0,260.0,72.36,2.0,1,1,1.0,28,1.0,,1,6,0.17600000000000002,1.0,1.0,0.0,10,81467.0
126431,116.469306,39.997106,1111027377528,20120526,0,385.0,118.35,2.0,2,1,2.0,10,1.0,2004.0,1,6,0.5,1.0,1.0,1.0,7,76529.0
315005,116.376524,39.885034999999995,1111027376290,20160118,8,350.0,54.11,2.0,1,1,1.0,6,,,3,2,0.5,0.0,1.0,1.0,10,91292.0
72400,116.432824,39.853449,1111027379384,20170819,128,355.0,67.78,2.0,1,1,1.0,29,,2010.0,3,6,0.25,1.0,1.0,1.0,2,45346.0
176531,116.393321,39.988213,1111027375419,20160117,30,410.0,78.56,3.0,1,1,1.0,14,3.0,1986.0,3,6,0.28600000000000003,1.0,1.0,1.0,7,71072.0
22148,116.445996,40.069568,1111027380049,20161112,58,490.0,136.64,3.0,1,1,2.0,7,4.0,2001.0,4,2,0.5,0.0,1.0,0.0,6,38156.0
4353,116.35335,39.875617999999996,1111027378762,20160825,34,450.0,93.0,2.0,2,1,2.0,30,1.0,2001.0,3,6,0.25,1.0,0.0,0.0,2,60456.0
313991,116.362876,39.891899,1111027375816,20151213,12,209.0,42.26,1.0,1,1,1.0,6,4.0,1990.0,4,2,0.33299999999999996,0.0,1.0,1.0,10,79035.0
296755,116.36438700000001,39.943284999999996,1111027376366,20120603,0,255.0,62.1,2.0,1,1,1.0,6,4.0,1995.0,1,2,0.5,0.0,1.0,1.0,10,108413.0
41961,116.605774,39.893608,1111027379535,20161213,76,280.0,74.83,2.0,1,1,1.0,6,4.0,2004.0,4,2,0.5,0.0,0.0,0.0,7,38491.0
186970,116.568799,39.853078000000004,1111027374302,20160308,25,323.0,81.76,2.0,2,1,1.0,22,1.0,,4,6,0.33299999999999996,1.0,1.0,0.0,7,48907.0
21511,116.414549,39.972390000000004,1111027375657,20160830,60,508.0,81.73,3.0,1,1,1.0,16,4.0,1994.0,3,6,0.125,1.0,1.0,1.0,1,89618.0
12681,116.421209,40.046624,1111027377797,20160831,2,285.0,92.76,1.0,1,1,1.0,17,4.0,2006.0,3,6,0.2,1.0,0.0,1.0,7,46484.0
294371,116.694868,39.877962,1111045971965,20160516,1,162.0,54.58,1.0,0,1,1.0,29,4.0,2012.0,3,6,0.33299999999999996,1.0,0.0,1.0,11,38478.0
135845,116.432802,40.043409000000004,1111027382474,20130126,0,288.0,85.81,2.0,2,1,1.0,28,4.0,2010.0,1,6,0.5,1.0,0.0,0.0,7,68428.0
296851,116.358419,39.875823,1111027382498,20130629,1,402.0,124.81,3.0,2,1,1.0,23,1.0,1999.0,1,2,0.33299999999999996,1.0,1.0,0.0,10,61363.0
248506,116.327077,39.942372999999996,1111027382790,20130701,1,273.0,53.5,2.0,1,1,1.0,5,4.0,1983.0,1,2,0.33299999999999996,0.0,1.0,1.0,8,80332.0
20386,116.34581000000001,39.86288,1111027380429,20161016,50,317.0,46.0,1.0,0,1,1.0,11,4.0,2004.0,3,6,0.5,1.0,0.0,0.0,2,63742.0
93380,116.36673600000002,40.091609000000005,1111027375384,20110921,0,185.0,119.0,3.0,1,1,1.0,6,4.0,2006.0,1,2,0.5,0.0,0.0,1.0,6,43641.0
260419,116.287746,40.038616999999995,1111027381142,20150629,0,320.0,59.53,1.0,1,1,1.0,8,4.0,2009.0,1,6,0.25,1.0,0.0,1.0,8,92027.0
28667,116.24368999999999,40.221606,1111027379219,20160824,18,190.0,49.7,2.0,1,1,1.0,5,4.0,1992.0,4,4,0.5,0.0,1.0,1.0,6,42567.0
268423,116.122354,39.937384,1111027376723,20150822,7,186.0,80.09,2.0,1,1,1.0,6,4.0,2000.0,3,2,0.5,0.0,1.0,0.0,12,36358.0
185090,116.485616,40.006096,1111027376219,20160108,5,695.0,168.38,4.0,2,1,2.0,23,1.0,2003.0,4,6,0.33299999999999996,1.0,1.0,1.0,7,65597.0
138269,116.41442099999999,40.053513,1111027378407,20130406,1,167.0,81.14,2.0,1,1,1.0,21,3.0,2007.0,1,6,0.33299999999999996,1.0,0.0,1.0,7,34875.0
199765,116.41185800000001,39.869364000000004,1111027375142,20140703,1,248.0,72.19,2.0,1,1,1.0,12,3.0,2009.0,3,6,0.16699999999999998,1.0,0.0,1.0,1,67507.0
5944,116.420546,39.997876,1111027375605,20160701,22,285.0,50.0,1.0,1,1,1.0,25,1.0,1990.0,3,6,0.25,1.0,1.0,0.0,7,69557.0
67875,116.318055,39.770087,1111027377095,20170522,51,778.5,138.38,4.0,2,1,2.0,18,4.0,2012.0,4,6,1.0,1.0,0.0,0.0,4,52370.0
56956,116.311823,39.978559999999995,1111027380245,20170116,3,680.0,63.0,3.0,1,1,1.0,6,4.0,1990.0,4,2,0.33299999999999996,0.0,1.0,1.0,8,98937.0
243864,116.386248,40.069552,1111027374292,20120811,0,230.0,90.36,2.0,1,1,1.0,21,3.0,2009.0,1,6,0.5,1.0,0.0,0.0,8,62070.0
24103,116.33330600000001,39.891490999999995,1111027374529,20160904,21,816.0,103.4,2.0,2,1,1.0,23,3.0,2007.0,4,6,0.33299999999999996,1.0,1.0,1.0,10,86631.0
942,116.56503300000001,40.077159,1111027378223,20160619,32,251.8,90.0,3.0,1,1,1.0,6,4.0,2001.0,4,2,0.5,0.0,1.0,1.0,13,38243.0
79155,116.51151999999999,39.901436,1111027381719,20170716,71,518.0,82.91,2.0,1,1,1.0,4,4.0,2007.0,4,6,0.5,0.0,0.0,1.0,7,62702.0
221412,116.43058700000002,39.858275,1111027374309,20120530,0,345.0,138.52,3.0,1,1,2.0,24,1.0,2004.0,1,6,0.3,1.0,1.0,1.0,2,53839.0
313882,116.343502,39.894784,1111027381775,20151205,2,345.0,70.1,1.0,1,1,1.0,26,1.0,2010.0,4,6,0.21100000000000002,1.0,0.0,1.0,10,84448.0
310198,116.343245,39.900529,1111027378998,20150829,12,262.0,36.46,1.0,1,1,1.0,16,1.0,,4,6,0.12,1.0,1.0,1.0,10,92360.0
98574,116.43942,40.072066,1111027380051,20130303,1,170.0,75.51,1.0,1,1,1.0,16,1.0,2001.0,1,2,0.25,1.0,0.0,0.0,6,40934.0
180443,116.43056200000001,40.045549,1111027376255,20160330,106,285.0,67.92,1.0,1,1,1.0,26,1.0,2005.0,4,6,0.33299999999999996,1.0,1.0,0.0,7,52306.0
289077,116.6512,39.898185999999995,1111027379287,20140707,3,122.0,63.1,1.0,1,1,1.0,24,3.0,2005.0,4,6,0.182,1.0,0.0,1.0,11,48244.0
191220,116.466167,39.879498,1111027375844,20160516,18,365.0,104.12,2.0,1,1,1.0,28,1.0,2001.0,3,6,0.222,1.0,1.0,1.0,7,51672.0
144241,116.57772,39.901441,1111027379520,20140320,14,288.0,147.32,4.0,2,1,2.0,6,4.0,2004.0,1,4,0.5,0.0,1.0,0.0,7,43127.0
214180,116.423905,39.791207,1111027374423,20150309,1,168.5,61.01,1.0,1,1,1.0,6,4.0,2004.0,3,6,0.5,0.0,1.0,0.0,4,44880.0
254458,116.30441499999999,39.918054999999995,1111027376602,20140914,2,240.0,43.0,1.0,1,1,1.0,18,1.0,1990.0,3,6,0.28600000000000003,1.0,1.0,1.0,8,89992.0
189220,116.459565,39.920863,1111027379488,20160328,4,430.0,74.93,1.0,0,1,1.0,30,4.0,2002.0,4,6,0.5,1.0,1.0,1.0,7,81813.0
229911,116.25478500000001,39.899146,1111027380679,20150209,11,278.0,98.97,2.0,1,1,2.0,26,1.0,2007.0,4,6,0.3,1.0,1.0,0.0,2,47726.0
198257,116.43414399999999,39.892210999999996,1111027374239,20130729,0,550.0,110.54,3.0,2,1,2.0,6,4.0,1996.0,1,2,0.5,0.0,0.0,1.0,1,85681.0
204087,116.43343,39.958449,1111027378417,20150829,4,286.0,46.93,1.0,1,1,1.0,6,4.0,1996.0,3,2,0.33299999999999996,0.0,1.0,1.0,1,97882.0
207053,116.400737,39.870957000000004,1111027380488,20160507,8,364.0,86.07,2.0,1,1,1.0,18,1.0,2003.0,3,6,0.16699999999999998,1.0,1.0,1.0,1,63379.0
199565,116.42691200000002,39.960778999999995,1111027375206,20140410,1,254.0,40.57,1.0,1,1,1.0,6,4.0,1996.0,1,2,0.25,0.0,1.0,1.0,1,102521.0
75288,116.482231,40.009521,1111027380322,20170720,59,395.0,60.02,1.0,1,1,1.0,18,1.0,2001.0,4,6,0.2,1.0,1.0,1.0,7,66864.0
168508,116.441781,39.991956,1111027379657,20150622,2,296.0,72.54,1.0,1,1,1.0,28,1.0,2005.0,4,6,0.33299999999999996,1.0,0.0,0.0,7,70655.0
299391,116.358011,39.882948,1111027380100,20130228,0,432.0,187.16,3.0,2,1,1.0,28,1.0,1999.0,1,6,0.375,1.0,0.0,0.0,10,63154.0
225679,116.37794199999999,39.847498,1111027382744,20130910,13,209.0,62.18,2.0,1,1,1.0,16,4.0,2009.0,1,6,0.261,1.0,0.0,1.0,2,57950.0
78200,116.32195300000001,40.058245,1111027378318,20170906,132,460.0,70.2,2.0,1,1,1.0,6,4.0,1997.0,4,2,0.5,0.0,1.0,0.0,8,60019.0
198334,116.432142,39.902353999999995,1111027380930,20130829,0,420.0,82.29,2.0,1,1,1.0,12,3.0,2002.0,1,6,0.25,1.0,1.0,1.0,1,95392.0
131290,116.594761,39.921447,1111027374857,20121210,0,198.0,96.33,3.0,1,1,1.0,24,1.0,2000.0,1,6,0.3,1.0,1.0,0.0,7,45906.0
3538,116.44645600000001,39.913592,1111027381740,20160711,40,778.0,192.0,4.0,1,1,2.0,27,1.0,1998.0,4,6,0.33299999999999996,1.0,0.0,1.0,7,52638.0
93900,116.430012,40.066244,1111027380045,20120226,0,122.4,74.29,2.0,1,1,1.0,6,4.0,,1,2,0.5,0.0,0.0,0.0,6,39940.0
107360,116.32803500000001,40.078668,1111027378235,20150503,7,360.0,125.74,3.0,1,1,2.0,6,4.0,2005.0,1,6,0.5,0.0,1.0,1.0,6,46352.0
288090,116.69591100000001,39.894711,1111027380732,20131028,17,133.5,50.49,1.0,1,1,1.0,6,4.0,2002.0,1,2,0.5,0.0,1.0,0.0,11,43455.0
290365,116.639467,39.904485,1111027382242,20141114,1,147.5,63.38,1.0,1,1,1.0,6,4.0,2003.0,4,2,0.33299999999999996,0.0,1.0,0.0,11,45147.0
311685,116.373903,39.893809999999995,1111027378528,20150804,2,364.0,73.37,2.0,1,1,1.0,19,1.0,1999.0,3,6,0.25,1.0,1.0,1.0,10,79007.0
260502,116.293479,39.967021,1111027376448,20150803,1,407.0,56.99,1.0,1,1,1.0,18,1.0,2004.0,4,6,0.3,1.0,1.0,1.0,8,96795.0
170829,116.523444,39.92445,1111027376687,20151104,16,418.0,112.64,3.0,2,1,2.0,31,1.0,2003.0,3,6,0.375,1.0,1.0,1.0,7,58126.0
240727,116.35288200000001,40.05023,1111027378224,20120525,0,96.0,42.52,1.0,0,1,1.0,18,4.0,2007.0,1,6,0.4,1.0,0.0,1.0,8,71309.0
145810,116.473376,39.875384999999994,1111027374248,20131023,2,255.0,69.21,1.0,1,1,1.0,22,1.0,2000.0,1,6,0.16699999999999998,1.0,1.0,0.0,7,54612.0
146247,116.420546,39.997876,1111027375605,20131126,3,305.0,65.1,2.0,1,1,1.0,25,1.0,1990.0,1,6,0.25,1.0,1.0,1.0,7,69557.0
304414,116.35133700000002,39.931197,1111027382586,20141219,8,304.0,58.1,2.0,1,1,1.0,6,4.0,1987.0,3,4,0.33299999999999996,0.0,1.0,1.0,10,93676.0
233250,116.389141,39.850859,1111027381661,20150913,16,360.0,88.21,2.0,1,1,1.0,19,1.0,2009.0,3,6,0.667,1.0,0.0,1.0,2,66712.0
291706,116.68588600000001,39.894296000000004,1111027377707,20150612,1,178.0,84.61,1.0,1,1,1.0,10,3.0,2006.0,3,6,0.25,1.0,1.0,0.0,11,44501.0
156098,116.47012099999999,40.018763,1111027382115,20150103,2,218.0,63.33,1.0,1,1,1.0,16,1.0,2005.0,4,6,0.154,1.0,1.0,1.0,7,66219.0
301047,116.384092,39.96456,1111027381059,20131124,27,378.0,71.0,3.0,1,1,1.0,6,4.0,1989.0,1,2,0.33299999999999996,0.0,1.0,0.0,10,122633.0
94955,116.341467,40.087007,1111027378162,20120617,0,195.0,116.7,3.0,1,1,1.0,7,4.0,2002.0,1,2,0.5,0.0,0.0,1.0,6,50903.0
74878,116.437599,39.930061,1111027376676,20170616,51,960.0,87.66,2.0,1,1,1.0,15,1.0,2009.0,4,6,0.364,1.0,0.0,1.0,1,92427.0
183592,116.557273,39.918665000000004,1111027376870,20160319,45,163.5,51.14,1.0,1,1,1.0,18,1.0,1999.0,3,6,0.16699999999999998,1.0,0.0,1.0,7,49260.0
207137,116.448477,39.890786999999996,1111027375729,20160611,7,387.0,57.02,2.0,1,1,1.0,5,4.0,1980.0,3,2,0.33299999999999996,0.0,1.0,0.0,1,89869.0
314907,116.33448500000002,39.890374,1111027381883,20160112,4,350.0,68.88,1.0,1,1,1.0,20,1.0,2001.0,4,6,0.2,1.0,1.0,1.0,10,81624.0
276978,116.229624,39.915003999999996,1111027378058,20160530,14,227.5,65.0,3.0,1,1,1.0,16,1.0,1985.0,2,6,0.28600000000000003,1.0,1.0,1.0,9,51471.0
44980,116.378983,39.872229,1111027377692,20161119,24,350.0,51.05,1.0,1,1,1.0,6,4.0,2002.0,3,2,0.5,0.0,1.0,0.0,2,62697.0
66956,116.34688,39.912912,1111027374406,20170306,35,952.0,65.5,2.0,1,1,1.0,16,1.0,1990.0,3,2,0.1,1.0,1.0,1.0,10,107150.0
220414,116.395716,39.846810999999995,1111027382238,20110819,0,135.0,58.62,1.0,1,1,1.0,15,3.0,2007.0,1,6,0.222,1.0,0.0,1.0,2,60067.0
128722,116.456795,39.973905,1111027380148,20130119,0,560.0,138.89,3.0,2,1,2.0,28,4.0,2003.0,1,6,2.0,1.0,1.0,1.0,7,86465.0
236992,116.285444,39.9002,1111027377405,20151219,1,330.0,99.54,2.0,1,1,1.0,22,1.0,2002.0,4,6,0.3,1.0,1.0,0.0,2,51741.0
285119,116.671332,39.875677,1111027375320,20120608,0,134.0,91.14,2.0,2,1,1.0,27,1.0,2011.0,1,6,0.273,1.0,0.0,0.0,11,54117.0
106609,116.363152,40.089008,1111027377566,20150208,1,150.0,38.89,1.0,1,1,1.0,7,4.0,2004.0,3,2,0.33299999999999996,1.0,1.0,1.0,6,52197.0
14133,116.37785,39.842419,1111027374041,20160815,0,150.0,43.48,1.0,0,1,1.0,21,1.0,2009.0,1,6,0.138,1.0,0.0,1.0,2,38915.0
109742,116.338225,40.08248,1111027378113,20150601,1,358.0,125.57,3.0,1,1,1.0,6,4.0,2002.0,4,4,0.5,0.0,1.0,1.0,6,43210.0
99557,116.42350400000001,40.083027,1111027380047,20130318,0,278.0,145.32,3.0,2,1,2.0,18,4.0,2004.0,1,6,0.33299999999999996,1.0,0.0,0.0,6,36629.0
204229,116.423426,39.964365,1111027373924,20151212,25,509.0,84.33,2.0,1,1,1.0,13,3.0,1999.0,4,6,0.5,1.0,1.0,1.0,1,92516.0
127861,116.49503100000001,39.976908,1111027378721,20121024,0,170.0,63.75,1.0,1,1,1.0,25,1.0,2004.0,1,6,0.263,1.0,0.0,1.0,7,61293.0
217910,116.334907,39.744008,1111027378789,20160321,2,317.5,90.64,2.0,1,1,1.0,11,4.0,2005.0,4,6,0.5,1.0,1.0,1.0,4,45310.0
195499,116.44171599999999,39.946158000000004,1111027376862,20120519,0,447.0,138.64,3.0,2,1,1.0,26,1.0,2003.0,1,6,0.375,1.0,0.0,1.0,1,75365.0
117667,116.41678,40.071013,1111027380055,20160327,13,315.0,124.01,3.0,1,1,2.0,15,1.0,2001.0,4,2,0.25,1.0,1.0,1.0,6,34439.0
173455,116.44616699999999,39.969777,1111027380579,20150729,1,195.0,44.3,1.0,1,1,1.0,12,4.0,1985.0,4,6,0.4,1.0,1.0,1.0,7,66670.0
309496,116.350151,39.915176,1111027379416,20150608,16,716.0,106.0,3.0,1,1,1.0,17,3.0,1999.0,3,2,1.0,1.0,0.0,1.0,10,104664.0
268168,116.334602,39.972618,1111027378885,20160612,6,265.0,42.12,1.0,1,1,1.0,17,3.0,1986.0,3,6,0.129,1.0,1.0,1.0,8,82987.0
150808,116.530553,39.921425,1111027381021,20150617,22,136.0,36.26,1.0,0,1,1.0,24,1.0,2004.0,3,6,0.25,1.0,1.0,1.0,7,56631.0
